customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,InternetCharges,MonthlyCharges,TotalCharges,Churn
customer_805,Female,0,No,Yes,8,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,76.97,116.97,935.76,Yes
customer_806,Female,0,No,No,14,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,36.85,86.85,1215.9,No
customer_807,Female,1,Yes,Yes,23,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,460,No
customer_808,Female,1,Yes,No,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,36.75,1359.75,Yes
customer_809,Female,0,No,No,34,No,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,63.77,88.77,3018.18,No
customer_810,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,48.97,117.37,5633.76,No
customer_811,Female,0,Yes,No,68,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,One year,51.67,92.07,6260.76,No
customer_812,Male,1,Yes,Yes,61,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1220,No
customer_813,Male,0,No,No,59,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1180,No
customer_814,Female,1,Yes,No,49,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,47.12,2308.88,No
customer_815,Male,1,Yes,Yes,8,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,28.35,98.58,788.64,No
customer_816,Female,1,No,Yes,33,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,51.2,97.57,3219.81,No
customer_817,Female,0,Yes,No,34,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,39.05,118.1,4015.4,No
customer_818,Male,1,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,40.16,0.0,Yes
customer_819,Female,1,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,82.07,137.07,5345.73,No
customer_820,Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,41.29,120.82,7611.66,No
customer_821,Female,1,No,Yes,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,39.9,837.9,Yes
customer_822,Male,1,No,No,59,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Two year,54.1,88.87,5243.33,No
customer_823,Male,0,Yes,No,63,No,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,58.97,108.97,6865.11,Yes
customer_824,Male,1,No,Yes,71,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Two year,126.83,171.83,12199.93,No
customer_825,Male,0,Yes,No,10,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,One year,80.28,100.28,1002.8,Yes
customer_826,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,44.56,579.28,Yes
customer_827,Female,0,Yes,No,59,No,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,49.77,84.77,5001.43,No
customer_828,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,47.76,1385.04,No
customer_829,Female,1,No,Yes,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,36.87,1253.58,No
customer_830,Female,1,No,No,36,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,137.33,198.49,7145.64,No
customer_831,Female,1,Yes,No,4,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,One year,32.23,104.28,417.12,No
customer_832,Male,1,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,500,No
customer_833,Male,1,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,52.47,102.47,6250.67,No
customer_834,Female,0,No,No,3,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,60,No
customer_835,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,36.02,1476.82,Yes
customer_836,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,43.88,745.96,No
customer_837,Female,1,No,No,39,No,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,120.47,170.47,6648.33,No
customer_838,Male,1,Yes,No,71,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,53.57,94.66,6720.86,No
customer_839,Male,1,Yes,No,38,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,119.15,154.15,5857.7,No
customer_840,Male,1,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,44.38,576.94,No
customer_841,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,40.4,1252.4,No
customer_842,Male,1,Yes,No,50,No,Yes,DSL,No,No,No,Yes,Yes,No internet service,Two year,30.41,75.41,3770.5,No
customer_843,Male,1,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,34.81,1287.97,No
customer_844,Male,1,No,No,22,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,35.43,55.43,1219.46,No
customer_845,Female,0,Yes,No,62,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1240,Yes
customer_846,Female,0,No,Yes,14,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,100.05,145.05,2030.7,No
customer_847,Female,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,480,No
customer_848,Male,1,No,No,16,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Two year,116.68,177.19,2835.04,No
customer_849,Male,1,No,No,65,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,39.98,119.51,7768.15,No
customer_850,Male,0,Yes,No,52,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,37.66,92.66,4818.32,No
customer_851,Male,0,No,Yes,50,No,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,39.64,84.64,4232.0,No
customer_852,Male,0,No,Yes,38,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,55.73,151.22,5746.36,No
customer_853,Male,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,40.02,2001.0,No
customer_854,Male,0,No,No,69,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1380,Yes
customer_855,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,36.62,183.1,No
customer_856,Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,100.0,162.37,10716.42,No
customer_857,Male,1,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,103.77,185.36,1112.16,No
customer_858,Male,0,No,Yes,50,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,39.15,89.56,4478.0,Yes
customer_859,Male,1,Yes,No,71,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,108.65,178.65,12684.15,No
customer_860,Male,1,Yes,No,41,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,37.52,87.52,3588.32,No
customer_861,Female,1,Yes,No,63,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,49.9,109.9,6923.7,No
customer_862,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,112.42,182.38,2553.32,Yes
customer_863,Female,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,39.9,1117.2,No
customer_864,Female,0,No,No,32,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,103.31,128.31,4105.92,Yes
customer_865,Female,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,36.1,938.6,No
customer_866,Male,1,Yes,Yes,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,81.62,154.3,5400.5,No
customer_867,Male,0,No,No,28,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,74.75,129.75,3633.0,No
customer_868,Female,0,No,Yes,37,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,740,No
customer_869,Female,1,No,Yes,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,105.81,151.19,8466.64,No
customer_870,Female,1,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,31.71,824.46,No
customer_871,Female,1,No,Yes,54,No,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,84.55,134.55,7265.7,No
customer_872,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,28.71,75.3,2409.6,Yes
customer_873,Female,0,No,Yes,67,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,129.7,194.7,13044.9,No
customer_874,Male,0,Yes,No,65,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,1300,No
customer_875,Female,1,Yes,No,9,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,40.44,104.52,940.68,No
customer_876,Female,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,One year,97.65,140.09,560.36,Yes
customer_877,Male,1,Yes,Yes,37,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,48.51,86.09,3185.33,No
customer_878,Male,1,Yes,Yes,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,42.61,511.32,No
customer_879,Male,0,No,No,30,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,29.24,74.24,2227.2,No
customer_880,Male,0,No,No,46,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,108.42,138.42,6367.32,No
customer_881,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,93.68,160.2,8170.2,No
customer_882,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,70.11,131.79,7248.45,Yes
customer_883,Male,0,Yes,No,14,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,One year,24.76,54.76,766.64,No
customer_884,Male,0,Yes,No,28,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,560,No
customer_885,Female,1,No,Yes,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,31.68,221.76,No
customer_886,Female,1,No,No,4,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,80,No
customer_887,Male,0,No,No,28,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,560,No
customer_888,Female,1,No,No,46,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,31.13,71.13,3271.98,No
customer_889,Female,1,Yes,Yes,67,No,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,120.28,155.28,10403.76,No
customer_890,Male,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,34.78,118.62,5219.28,No
customer_891,Female,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,38.89,38.89,No
customer_892,Female,0,Yes,No,26,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,40.28,109.35,2843.1,No
customer_893,Male,1,Yes,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,33.81,1183.35,No
customer_894,Male,0,Yes,Yes,35,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,700,No
customer_895,Male,1,Yes,No,25,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,20.13,60.13,1503.25,No
customer_896,Male,0,Yes,No,42,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,102.44,132.44,5562.48,No
customer_897,Male,1,No,No,26,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,137.03,197.03,5122.78,No
customer_898,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,116.39,173.19,11776.92,No
customer_899,Female,0,Yes,No,19,No,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,One year,32.7,57.7,1096.3,No
customer_900,Female,1,No,Yes,10,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,200,No
customer_901,Male,1,No,No,37,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,33.19,88.99,3292.63,No
customer_902,Male,1,Yes,No,5,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,27.94,62.94,314.7,No
customer_903,Female,0,No,Yes,71,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,127.64,197.64,14032.44,No
customer_904,Female,1,Yes,Yes,22,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,50.0,105.0,2310.0,No
customer_905,Male,1,Yes,Yes,46,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,45.25,2081.5,No
customer_906,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,81.92,128.91,5800.95,No
customer_907,Female,1,No,No,11,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,100.53,130.87,1439.57,No
customer_908,Female,1,Yes,No,12,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,One year,24.36,66.01,792.12,No
customer_909,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Two year,48.92,83.92,5119.12,No
customer_910,Male,1,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,92.52,127.52,7523.68,No
customer_911,Male,1,No,No,42,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,66.51,105.02,4410.84,Yes
customer_912,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,124.25,187.05,12532.35,No
customer_913,Female,1,Yes,No,4,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,131.16,174.16,696.64,Yes
customer_914,Male,1,No,No,36,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,126.35,166.35,5988.6,No
customer_915,Male,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,33.99,2413.29,Yes
customer_916,Female,1,Yes,Yes,30,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,45.15,90.15,2704.5,No
customer_917,Female,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,160,No
customer_918,Male,0,Yes,Yes,50,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,121.28,156.28,7814.0,No
customer_919,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,54.98,131.54,3683.12,No
customer_920,Male,1,No,No,39,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,780,No
customer_921,Female,1,No,No,40,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,800,No
customer_922,Male,0,No,Yes,10,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,131.98,166.98,1669.8,No
customer_923,Male,1,No,No,22,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,440,No
customer_924,Male,1,No,Yes,0,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,86.28,154.6,0.0,No
customer_925,Male,1,Yes,No,45,No,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,58.85,93.85,4223.25,No
customer_926,Female,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,400,No
customer_927,Male,1,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,22.49,84.65,2962.75,No
customer_928,Male,0,No,No,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,40.33,2137.49,No
customer_929,Female,1,Yes,Yes,56,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,31.02,109.79,6148.24,No
customer_930,Male,1,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,69.3,127.95,0.0,Yes
customer_931,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,111.39,171.34,10623.08,No
customer_932,Female,0,No,No,53,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,55.34,129.93,6886.29,No
customer_933,Female,1,Yes,No,54,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,126.54,146.54,7913.16,No
customer_934,Female,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,780,No
customer_935,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,98.02,169.76,2376.64,No
customer_936,Female,0,No,Yes,20,No,Yes,DSL,No,No,No,No,No internet service,Yes,One year,27.48,62.48,1249.6,No
customer_937,Female,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,920,No
customer_938,Female,1,Yes,No,72,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,121.05,171.05,12315.6,No
customer_939,Female,1,No,Yes,52,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,50.07,108.34,5633.68,No
customer_940,Male,0,No,Yes,8,No,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,130.64,200.64,1605.12,No
customer_941,Male,0,Yes,No,51,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,26.37,90.79,4630.29,No
customer_942,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,125.58,193.03,10809.68,No
customer_943,Male,1,No,Yes,25,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,One year,44.42,117.71,2942.75,No
customer_944,Male,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,72.06,134.8,5392.0,No
customer_945,Male,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,46.68,1587.12,No
customer_946,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Two year,60.93,120.13,7448.06,No
customer_947,Male,1,No,No,24,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,137.74,183.45,4402.8,No
customer_948,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,740,No
customer_949,Female,1,Yes,No,1,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,34.77,64.77,64.77,No
customer_950,Female,0,No,Yes,6,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,107.66,152.66,915.96,No
customer_951,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,42.66,1407.78,No
customer_952,Female,1,No,Yes,16,No,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,45.51,85.51,1368.16,No
customer_953,Male,1,No,No,42,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,53.47,88.47,3715.74,No
customer_954,Male,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,34.3,1989.4,No
customer_955,Female,0,No,Yes,50,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1000,No
customer_956,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,77.99,144.48,7657.44,No
customer_957,Female,1,No,No,23,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,460,No
customer_958,Female,1,No,Yes,24,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,80.46,120.46,2891.04,No
customer_959,Male,1,No,Yes,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,36.08,2525.6,No
customer_960,Female,1,Yes,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,119.52,167.03,8518.53,No
customer_961,Female,0,Yes,No,69,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,42.0,107.03,7385.07,No
customer_962,Female,1,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,640,No
customer_963,Female,1,No,No,48,No,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,46.25,76.25,3660.0,No
customer_964,Female,1,No,No,28,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,59.96,116.37,3258.36,No
customer_965,Male,1,Yes,Yes,62,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,42.08,67.08,4158.96,No
customer_966,Male,1,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,36.45,765.45,No
customer_967,Male,0,No,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,49.79,1244.75,No
customer_968,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,30.14,813.78,Yes
customer_969,Female,1,No,Yes,48,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,960,No
customer_970,Male,1,No,Yes,70,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1400,No
customer_971,Female,1,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,44.44,2133.12,No
customer_972,Female,0,Yes,No,19,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,39.66,94.8,1801.2,No
customer_973,Female,1,No,No,62,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,55.21,120.21,7453.02,No
customer_974,Female,1,Yes,No,60,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,71.72,116.72,7003.2,No
customer_975,Female,0,Yes,Yes,48,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,960,No
customer_976,Female,1,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,40.47,2832.9,No
customer_977,Female,0,No,Yes,0,No,No,DSL,No internet service,Yes,No,Yes,No,Yes,One year,28.97,78.97,0.0,No
customer_978,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,240,No
customer_979,Male,0,No,Yes,50,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,53.86,83.86,4193.0,No
customer_980,Male,1,Yes,Yes,55,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,38.24,78.24,4303.2,No
customer_981,Female,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,31.22,1904.42,No
customer_982,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,27.9,82.9,2569.9,No
customer_983,Female,1,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,139.38,189.47,5494.63,No
customer_984,Female,0,No,No,28,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,104.9,134.9,3777.2,No
customer_985,Male,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,84.37,129.37,6209.76,No
customer_986,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,36.4,1601.6,No
customer_987,Male,1,Yes,Yes,29,No,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Two year,33.03,83.03,2407.87,No
customer_988,Female,1,Yes,No,15,No,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,85.23,115.23,1728.45,No
customer_989,Female,1,Yes,No,39,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,76.18,140.51,5479.89,No
customer_990,Female,0,No,No,18,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,360,No
customer_991,Male,1,No,Yes,17,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,58.08,103.7,1762.9,No
customer_992,Female,0,No,No,0,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,56.94,96.38,0.0,No
customer_993,Male,1,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,86.23,161.49,7428.54,No
customer_994,Female,0,Yes,Yes,65,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,96.86,146.86,9545.9,No
